second,philosopher,eatCount,eatNanosDelta,blockedMillisDelta
50,Leonardo,305,226064800,0
51,Raphael,322,228957200,0
51,Donatello,311,269786100,0
51,Splinter,332,382670300,0
51,Michelangelo,320,284626200,0
51,Leonardo,312,359489600,0
52,Raphael,329,313643600,0
52,Donatello,314,192874100,0
52,Splinter,338,436532400,0
52,Michelangelo,324,284904000,0
52,Leonardo,317,301859200,0
53,Raphael,336,328827200,0
53,Donatello,318,211793000,0
53,Splinter,344,409828600,0
53,Michelangelo,330,224811100,0
53,Leonardo,326,382703900,0
54,Raphael,342,228600400,0
54,Donatello,325,489738200,0
54,Splinter,349,238853300,0
54,Michelangelo,339,352642300,0
54,Leonardo,333,402015800,0
55,Raphael,349,358739400,0
55,Donatello,330,254856000,0
55,Splinter,357,521704800,0
55,Michelangelo,344,253901700,0
55,Leonardo,340,238694100,0
56,Raphael,357,446709300,0
56,Donatello,335,197806200,0
56,Splinter,363,256813600,0
56,Michelangelo,352,351702200,0
56,Leonardo,346,284754300,0
57,Raphael,362,310734400,0
57,Donatello,341,263703200,0
57,Splinter,371,488923200,0
57,Michelangelo,357,159773300,0
57,Leonardo,352,320734000,0
58,Raphael,368,413801700,0
58,Donatello,348,317892400,0
58,Splinter,375,221949400,0
58,Michelangelo,362,257763000,0
58,Leonardo,356,281822700,0
59,Raphael,376,345702100,0
59,Donatello,354,338857800,0
59,Splinter,380,279899300,0
59,Michelangelo,368,384860700,0
59,Leonardo,363,371800400,0
60,Raphael,381,155854400,0
60,Donatello,361,441859700,0
60,Splinter,386,431722600,0
60,Michelangelo,374,255801100,0
60,Leonardo,371,378809600,0
61,Raphael,386,211735500,0
61,Donatello,369,398800300,0
61,Splinter,393,343773200,0
61,Michelangelo,379,269860800,0
61,Leonardo,377,349877800,0
62,Raphael,392,273824100,0
62,Donatello,377,315744000,0
62,Splinter,400,285849100,0
62,Michelangelo,384,270896300,0
62,Leonardo,382,275736100,0
63,Raphael,399,368871200,0
63,Donatello,383,276807700,0
63,Splinter,407,333842300,0
63,Michelangelo,390,432816200,0
63,Leonardo,391,263651400,0
64,Raphael,405,404708600,0
64,Donatello,387,235782800,0
64,Splinter,413,244721400,0
64,Michelangelo,397,332871100,0
64,Leonardo,398,327906100,0
65,Raphael,412,415692400,0
65,Donatello,393,459836900,0
65,Splinter,419,192004200,0
65,Michelangelo,405,278842600,0
65,Leonardo,406,275611900,0
66,Raphael,418,317881000,0
66,Donatello,399,307520100,0
66,Splinter,425,427049700,0
66,Michelangelo,410,285709100,0
66,Leonardo,412,304908600,0
67,Raphael,423,310588600,0
67,Donatello,406,332875500,0
67,Splinter,431,425914500,0
67,Michelangelo,414,176735200,0
67,Leonardo,418,290919300,0
68,Raphael,429,236852200,0
68,Donatello,414,295843900,0
68,Splinter,438,240578200,0
68,Michelangelo,420,324804300,0
68,Leonardo,425,355748600,0
69,Raphael,435,374770300,0
69,Donatello,419,122838600,0
69,Splinter,447,335771000,0
69,Michelangelo,427,348705500,0
69,Leonardo,431,399850600,0
70,Raphael,442,374870300,0
70,Donatello,422,215839200,0
70,Splinter,454,408868500,0
70,Michelangelo,434,279777500,0
70,Leonardo,438,424623200,0
71,Raphael,447,213791700,0
71,Donatello,427,318904300,0
71,Splinter,462,477640800,0
71,Michelangelo,439,239964000,0
71,Leonardo,446,437727800,0
72,Raphael,455,347704000,0
72,Donatello,433,306724100,0
72,Splinter,467,274898900,0
72,Michelangelo,447,487734000,0
72,Leonardo,451,268837600,0
73,Raphael,461,415882900,0
73,Donatello,439,337764400,0
73,Splinter,474,336824300,0
73,Michelangelo,454,280871600,0
73,Leonardo,456,185777600,0
74,Raphael,466,205866400,0
74,Donatello,444,305860500,0
74,Splinter,480,360797600,0
74,Michelangelo,457,103899400,0
74,Leonardo,461,360826800,0
75,Raphael,470,223880100,0
75,Donatello,449,361839900,0
75,Splinter,484,231651700,0
75,Michelangelo,463,326923400,0
75,Leonardo,467,393812300,0
76,Raphael,474,194687800,0
76,Donatello,456,309880000,0
76,Splinter,492,315894900,0
76,Michelangelo,470,448600500,0
76,Leonardo,472,343935300,0
77,Raphael,480,378731300,0
77,Donatello,463,433839300,0
77,Splinter,498,213760200,0
77,Michelangelo,476,376811100,0
77,Leonardo,476,219813000,0
78,Raphael,489,301697800,0
78,Donatello,468,174962500,0
78,Splinter,505,435762500,0
78,Michelangelo,483,287793000,0
78,Leonardo,485,351763000,0
79,Raphael,494,320713700,0
79,Donatello,476,415805400,0
79,Splinter,510,295882600,0
79,Michelangelo,490,310670500,0
79,Leonardo,488,182855200,0
80,Raphael,502,420721500,0
80,Donatello,482,307857100,0
80,Splinter,519,421641700,0
80,Michelangelo,498,315875300,0
80,Leonardo,494,247820100,0
81,Raphael,508,224776300,0
81,Donatello,488,274838300,0
81,Splinter,525,365754200,0
81,Michelangelo,502,239034200,0
81,Leonardo,500,414841300,0
82,Raphael,511,174883100,0
82,Donatello,494,374727100,0
82,Splinter,531,404757500,0
82,Michelangelo,508,182013600,0
82,Leonardo,508,385617400,0
83,Raphael,518,457791300,0
83,Donatello,501,439700900,0
83,Splinter,538,247758900,0
83,Michelangelo,512,287849700,0
83,Leonardo,513,321761300,0
84,Raphael,525,314915300,0
84,Donatello,506,202831100,0
84,Splinter,545,524673300,0
84,Michelangelo,517,156767200,0
84,Leonardo,520,358830400,0
85,Raphael,531,262910400,0
85,Donatello,513,318825200,0
85,Splinter,551,382717200,0
85,Michelangelo,523,226719200,0
85,Leonardo,526,391825300,0
86,Raphael,537,445760000,0
86,Donatello,518,285708100,0
86,Splinter,558,264928800,0
86,Michelangelo,530,318791500,0
86,Leonardo,531,220716100,0
87,Raphael,543,334939500,0
87,Donatello,523,333775300,0
87,Splinter,565,286747300,0
87,Michelangelo,538,374569100,0
87,Leonardo,538,253899500,0
88,Raphael,545,143901500,0
88,Donatello,529,433003300,0
88,Splinter,573,295808900,0
88,Michelangelo,544,282452400,0
88,Leonardo,544,357221700,0
89,Raphael,551,308995100,0
89,Donatello,538,340808300,0
89,Splinter,581,320875600,0
89,Michelangelo,547,174810300,0
89,Leonardo,551,370786600,0
90,Raphael,560,475727300,0
90,Donatello,544,315814600,0
90,Splinter,588,424594800,0
90,Michelangelo,553,324972200,0
90,Leonardo,557,187846300,0
91,Raphael,566,328557800,0
91,Donatello,549,310051200,0
91,Splinter,596,357554100,0
91,Michelangelo,560,347863300,0
91,Leonardo,564,275778000,0
92,Raphael,571,337723400,0
92,Donatello,555,397765500,0
92,Splinter,600,204840100,0
92,Michelangelo,566,425757900,0
92,Leonardo,570,369805600,0
93,Raphael,580,268724900,0
93,Donatello,562,378970900,0
93,Splinter,607,269552600,0
93,Michelangelo,573,315548200,0
93,Leonardo,577,403587900,0
94,Raphael,588,377470600,0
94,Donatello,566,200796800,0
94,Splinter,613,340802100,0
94,Michelangelo,580,371484900,0
94,Leonardo,582,298713800,0
95,Raphael,596,372632000,0
95,Donatello,569,196969700,0
95,Splinter,624,403588600,0
95,Michelangelo,586,284039300,0
95,Leonardo,590,360525200,0
96,Raphael,601,313886900,0
96,Donatello,575,442010800,0
96,Splinter,628,273009000,0
96,Michelangelo,590,311899900,0
96,Leonardo,597,325728200,0
97,Raphael,609,345744400,0
97,Donatello,582,381792300,0
97,Splinter,634,197962200,0
97,Michelangelo,599,397756200,0
97,Leonardo,604,227888500,0
98,Raphael,616,317830600,0
98,Donatello,587,231662400,0
98,Splinter,640,282895800,0
98,Michelangelo,606,371765300,0
98,Leonardo,611,314882800,0
99,Raphael,620,203655400,0
99,Donatello,593,370133400,0
99,Splinter,645,243445100,0
99,Michelangelo,611,292896400,0
99,Leonardo,618,506581200,0
100,Raphael,628,352218400,0
100,Donatello,599,201953100,0
100,Splinter,652,364652200,0
100,Michelangelo,617,227721900,0
100,Leonardo,623,288769900,0
101,Raphael,633,231729600,0
101,Donatello,608,367791000,0
101,Splinter,657,305622300,0
101,Michelangelo,624,358616800,0
101,Leonardo,632,419679800,0
102,Raphael,640,319739400,0
102,Donatello,611,171539300,0
102,Splinter,666,465156400,0
102,Michelangelo,628,132897300,0
102,Leonardo,639,474676000,0
103,Raphael,648,420391500,0
103,Donatello,617,299689900,0
103,Splinter,671,352812300,0
103,Michelangelo,634,323726400,0
103,Leonardo,646,365067000,0
104,Raphael,653,306794000,0
104,Donatello,623,424723000,0
104,Splinter,679,324989900,0
104,Michelangelo,639,293642000,0
104,Leonardo,652,316724800,0
105,Raphael,659,245852000,0
105,Donatello,629,371482300,0
105,Splinter,682,126896700,0
105,Michelangelo,646,498777300,0
105,Leonardo,656,249755500,0
106,Raphael,664,268124200,0
106,Donatello,634,398907200,0
106,Splinter,688,307763800,0
106,Michelangelo,652,235710100,0
106,Leonardo,661,358790000,0
107,Raphael,668,255916900,0
107,Donatello,641,300961600,0
107,Splinter,697,244709000,0
107,Michelangelo,661,306819600,0
107,Leonardo,668,396803400,0
108,Raphael,673,320852900,0
108,Donatello,647,268806800,0
108,Splinter,702,320915000,0
108,Michelangelo,668,272746300,0
108,Leonardo,675,198802900,0
109,Raphael,677,267950100,0
109,Donatello,652,378844500,0
109,Splinter,710,383759900,0
109,Michelangelo,671,210889500,0
109,Leonardo,678,225987500,0
110,Raphael,684,348813400,0
110,Donatello,657,308911000,0
110,Splinter,717,296805100,0
110,Michelangelo,680,259571500,0
110,Leonardo,687,337712300,0
111,Raphael,691,306852900,0
111,Donatello,664,378819900,0
111,Splinter,725,253805500,0
111,Michelangelo,685,240939900,0
111,Leonardo,695,427737700,0
112,Raphael,695,172906500,0
112,Donatello,670,435868800,0
112,Splinter,729,266776200,0
112,Michelangelo,691,366799400,0
112,Leonardo,700,276771600,0
113,Raphael,701,219801500,0
113,Donatello,676,312777200,0
113,Splinter,736,377800500,0
113,Michelangelo,698,252632000,0
113,Leonardo,706,306908200,0
114,Raphael,709,325422600,0
114,Donatello,681,257805300,0
114,Splinter,745,411556800,0
114,Michelangelo,703,137891200,0
114,Leonardo,712,377759000,0
115,Raphael,713,311951900,0
115,Donatello,686,393825200,0
115,Splinter,749,242878100,0
115,Michelangelo,708,328898900,0
115,Leonardo,717,250804600,0
116,Raphael,719,334970600,0
116,Donatello,693,340779900,0
116,Splinter,755,200778900,0
116,Michelangelo,715,294777500,0
116,Leonardo,723,357844700,0
117,Raphael,727,388767100,0
117,Donatello,700,308712200,0
117,Splinter,762,310866100,0
117,Michelangelo,724,454647700,0
117,Leonardo,728,262926100,0
118,Raphael,733,424830800,0
118,Donatello,706,254844600,0
118,Splinter,767,317896100,0
118,Michelangelo,729,219816000,0
118,Leonardo,736,230742900,0
119,Raphael,740,366773300,0
119,Donatello,713,452807400,0
119,Splinter,772,228920200,0
119,Michelangelo,734,239437100,0
119,Leonardo,742,251753100,0
120,Raphael,745,280708700,0
120,Donatello,721,361679400,0
120,Splinter,780,360706900,0
120,Michelangelo,739,166853100,0
120,Leonardo,748,396779400,0
121,Raphael,753,463761300,0
121,Donatello,727,222880500,0
121,Splinter,787,348040000,0
121,Michelangelo,745,300929100,0
121,Leonardo,754,282843800,0
122,Raphael,759,258761800,0
122,Donatello,735,378757100,0
122,Splinter,793,264853600,0
122,Michelangelo,751,306781200,0
122,Leonardo,761,402643600,0
123,Raphael,763,260915200,0
123,Donatello,741,368781900,0
123,Splinter,798,245807400,0
123,Michelangelo,756,371946100,0
123,Leonardo,768,346826700,0
124,Raphael,768,408845500,0
124,Donatello,748,294719500,0
124,Splinter,805,334889200,0
124,Michelangelo,764,341391400,0
124,Leonardo,772,210842500,0
125,Raphael,774,226631300,0
125,Donatello,755,434855000,0
125,Splinter,812,339729400,0
125,Michelangelo,773,320486900,0
125,Leonardo,779,346834600,0
126,Raphael,781,446737900,0
126,Donatello,761,296756300,0
126,Splinter,816,254820700,0
126,Michelangelo,780,409865700,0
126,Leonardo,782,99872000,0
127,Raphael,787,347831900,0
127,Donatello,766,304896300,0
127,Splinter,823,289926500,0
127,Michelangelo,784,181940000,0
127,Leonardo,788,304883000,0
128,Raphael,793,316744100,0
128,Donatello,772,281862400,0
128,Splinter,829,339496000,0
128,Michelangelo,790,319938900,0
128,Leonardo,793,359839300,0
129,Raphael,798,288980200,0
129,Donatello,777,389839200,0
129,Splinter,834,230796400,0
129,Michelangelo,795,148775700,0
129,Leonardo,800,452700800,0
130,Raphael,803,229902000,0
130,Donatello,784,447808200,0
130,Splinter,837,188019200,0
130,Michelangelo,803,423688400,0
130,Leonardo,806,269898600,0
131,Raphael,811,336080900,0
131,Donatello,790,392531400,0
131,Splinter,842,201849100,0
131,Michelangelo,810,354761300,0
131,Leonardo,810,263521200,0
132,Raphael,818,332710500,0
132,Donatello,796,235457100,0
132,Splinter,850,382828900,0
132,Michelangelo,814,180859800,0
132,Leonardo,820,491596100,0
133,Raphael,823,180372400,0
133,Donatello,803,296305600,0
133,Splinter,855,205962900,0
133,Michelangelo,821,435099000,0
133,Leonardo,826,380408700,0
134,Raphael,831,431806400,0
134,Donatello,810,204673700,0
134,Splinter,861,348844200,0
134,Michelangelo,826,310848400,0
134,Leonardo,831,293832200,0
135,Raphael,836,307592800,0
135,Donatello,816,360885000,0
135,Splinter,866,272736300,0
135,Michelangelo,835,384835900,0
135,Leonardo,836,362080900,0
136,Raphael,842,326836100,0
136,Donatello,823,364839400,0
136,Splinter,871,203877400,0
136,Michelangelo,840,402815400,0
136,Leonardo,841,293649200,0
137,Raphael,849,367825600,0
137,Donatello,827,238608800,0
137,Splinter,876,360910100,0
137,Michelangelo,846,330852800,0
137,Leonardo,847,252847200,0
138,Raphael,855,342820000,0
138,Donatello,835,218802500,0
138,Splinter,880,288905000,0
138,Michelangelo,853,236782600,0
138,Leonardo,853,304841600,0
139,Raphael,858,197955100,0
139,Donatello,841,369857300,0
139,Splinter,885,236852300,0
139,Michelangelo,859,278857900,0
139,Leonardo,860,356816500,0
140,Raphael,866,324862700,0
140,Donatello,846,220860800,0
140,Splinter,891,354747500,0
140,Michelangelo,866,264876400,0
140,Leonardo,866,299827300,0
141,Raphael,873,290761200,0
141,Donatello,851,426829600,0
141,Splinter,894,143884800,0
141,Michelangelo,873,546807100,0
141,Leonardo,871,346883500,0
142,Raphael,879,277773200,0
142,Donatello,856,297932000,0
142,Splinter,901,290813200,0
142,Michelangelo,880,352801000,0
142,Leonardo,877,263073900,0
143,Raphael,886,444676800,0
143,Donatello,862,293793900,0
143,Splinter,906,186875100,0
143,Michelangelo,887,470712500,0
143,Leonardo,883,305623800,0
144,Raphael,894,325714400,0
144,Donatello,871,429748800,0
144,Splinter,913,205748500,0
144,Michelangelo,894,395794500,0
144,Leonardo,889,299903900,0
145,Raphael,902,349821300,0
145,Donatello,876,250977600,0
145,Splinter,920,263725900,0
145,Michelangelo,902,389920700,0
145,Leonardo,894,219866700,0
146,Raphael,909,219678200,0
146,Donatello,882,388896400,0
146,Splinter,926,215807500,0
146,Michelangelo,909,408672400,0
146,Leonardo,902,270815700,0
147,Raphael,914,383797400,0
147,Donatello,888,443737400,0
147,Splinter,934,204790100,0
147,Michelangelo,916,459818900,0
147,Leonardo,906,199806700,0
148,Raphael,920,210742400,0
148,Donatello,894,309803600,0
148,Splinter,941,409675200,0
148,Michelangelo,922,319928600,0
148,Leonardo,914,440732200,0
149,Raphael,927,344879400,0
149,Donatello,902,340790800,0
149,Splinter,948,341906500,0
149,Michelangelo,927,210813300,0
149,Leonardo,921,393746800,0
150,Raphael,935,462846400,0
150,Donatello,908,239745000,0
150,Splinter,956,340745300,0
150,Michelangelo,934,319737700,0
150,Leonardo,929,250848200,0
151,Raphael,941,255837200,0
151,Donatello,914,423822000,0
151,Splinter,964,238786900,0
151,Michelangelo,940,255819500,0
151,Leonardo,936,367951200,0
152,Raphael,949,376989500,0
152,Donatello,920,203944200,0
152,Splinter,969,259843800,0
152,Michelangelo,946,355774800,0
152,Leonardo,942,216870000,0
153,Raphael,955,340980500,0
153,Donatello,926,381832600,0
153,Splinter,973,254848400,0
153,Michelangelo,953,421809900,0
153,Leonardo,947,229845800,0
154,Raphael,962,386742200,0
154,Donatello,933,366721700,0
154,Splinter,979,314942400,0
154,Michelangelo,959,366797200,0
154,Leonardo,954,276847600,0
155,Raphael,970,392658600,0
155,Donatello,937,133919900,0
155,Splinter,985,365693800,0
155,Michelangelo,965,319761500,0
155,Leonardo,961,331809300,0
156,Raphael,975,287793300,0
156,Donatello,943,357916200,0
156,Splinter,991,370842300,0
156,Michelangelo,969,279872100,0
156,Leonardo,967,330879800,0
157,Raphael,984,348964500,0
157,Donatello,949,222782200,0
157,Splinter,999,350821200,0
157,Michelangelo,975,381700300,0
157,Leonardo,974,361841200,0
158,Raphael,989,288845600,0
158,Donatello,955,372807200,0
158,Splinter,1006,345877400,0
158,Michelangelo,978,120820600,0
158,Leonardo,979,348901700,0
159,Raphael,995,323222200,0
159,Donatello,962,310506600,0
159,Splinter,1010,257828400,0
159,Michelangelo,987,392916000,0
159,Leonardo,986,312805600,0
160,Raphael,999,234963400,0
160,Donatello,968,388869700,0
160,Splinter,1014,254878500,0
160,Michelangelo,993,345811700,0
160,Leonardo,992,309863300,0
161,Raphael,1004,252799300,0
161,Donatello,975,315598100,0
161,Splinter,1019,313827700,0
161,Michelangelo,998,323777200,0
161,Leonardo,1000,363791900,0
162,Raphael,1011,391715700,0
162,Donatello,982,296719800,0
162,Splinter,1024,274780600,0
162,Michelangelo,1005,402780500,0
162,Leonardo,1006,267724100,0
163,Raphael,1017,414854100,0
163,Donatello,989,277618400,0
163,Splinter,1032,428638400,0
163,Michelangelo,1010,332878700,0
163,Leonardo,1013,325693000,0
164,Raphael,1023,298110100,0
164,Donatello,995,366426900,0
164,Splinter,1038,269883400,0
164,Michelangelo,1019,346696400,0
164,Leonardo,1019,358891100,0
165,Raphael,1031,240746700,0
165,Donatello,1001,329762500,0
165,Splinter,1046,375773200,0
165,Michelangelo,1026,364806000,0
165,Leonardo,1025,309912300,0
166,Raphael,1037,330678400,0
166,Donatello,1006,330952300,0
166,Splinter,1051,348824900,0
166,Michelangelo,1032,424772400,0
166,Leonardo,1030,310804700,0
167,Raphael,1043,297957500,0
167,Donatello,1013,296885400,0
167,Splinter,1057,231818200,0
167,Michelangelo,1039,378646900,0
167,Leonardo,1035,281909600,0
168,Raphael,1048,266950700,0
168,Donatello,1018,385859200,0
168,Splinter,1062,270765000,0
168,Michelangelo,1048,493922600,0
168,Leonardo,1039,143956900,0
169,Raphael,1053,137781700,0
169,Donatello,1024,388855900,0
169,Splinter,1067,355900600,0
169,Michelangelo,1050,150932400,0
169,Leonardo,1047,412685800,0
170,Raphael,1059,337742900,0
170,Donatello,1032,404748000,0
170,Splinter,1072,252990900,0
170,Michelangelo,1057,297812500,0
170,Leonardo,1053,324815200,0
171,Raphael,1065,292855700,0
171,Donatello,1038,385845100,0
171,Splinter,1077,232807600,0
171,Michelangelo,1063,325945500,0
171,Leonardo,1058,357825900,0
172,Raphael,1072,313761600,0
172,Donatello,1045,275713300,0
172,Splinter,1083,333545900,0
172,Michelangelo,1069,399029400,0
172,Leonardo,1066,409722200,0
173,Raphael,1077,320957000,0
173,Donatello,1052,408667700,0
173,Splinter,1089,137906700,0
173,Michelangelo,1076,411627600,0
173,Leonardo,1071,261791000,0
174,Raphael,1083,181764800,0
174,Donatello,1060,329751000,0
174,Splinter,1093,174871400,0
174,Michelangelo,1082,475842000,0
174,Leonardo,1076,326015400,0
175,Raphael,1090,273788800,0
175,Donatello,1067,350820900,0
175,Splinter,1099,245717800,0
175,Michelangelo,1089,413899800,0
175,Leonardo,1082,191899300,0
176,Raphael,1102,510822700,0
176,Donatello,1075,311784600,0
176,Splinter,1105,217774600,0
176,Michelangelo,1097,438826000,0
176,Leonardo,1085,106898000,0
177,Raphael,1107,249858000,0
177,Donatello,1082,295644200,0
177,Splinter,1110,292977200,0
