second,philosopher,eatCount,eatNanosDelta,blockedMillisDelta
177,Michelangelo,1104,225816700,0
177,Leonardo,1092,574804100,0
178,Raphael,1113,287825300,0
178,Donatello,1089,377493500,0
178,Splinter,1117,397671800,0
178,Michelangelo,1112,242700600,0
178,Leonardo,1100,352795400,0
179,Raphael,1118,348862100,0
179,Donatello,1097,325804500,0
179,Splinter,1125,322715100,0
179,Michelangelo,1119,417854200,0
179,Leonardo,1106,299734700,0
180,Raphael,1124,356825300,0
180,Donatello,1103,328819700,0
180,Splinter,1131,342833900,0
180,Michelangelo,1126,326850500,0
180,Leonardo,1113,324686200,0
181,Raphael,1130,345803800,0
181,Donatello,1109,358823500,0
181,Splinter,1139,389746600,0
181,Michelangelo,1134,434873100,0
181,Leonardo,1117,300860800,0
182,Raphael,1137,304973400,0
182,Donatello,1116,323856300,0
182,Splinter,1147,400744200,0
182,Michelangelo,1141,290762800,0
182,Leonardo,1124,396720500,0
183,Raphael,1142,343854600,0
183,Donatello,1121,364897400,0
183,Splinter,1153,332805700,0
183,Michelangelo,1147,300882200,0
183,Leonardo,1128,292938800,0
184,Raphael,1148,217803600,0
184,Donatello,1127,406882400,0
184,Splinter,1158,225953400,0
184,Michelangelo,1156,429646400,0
184,Leonardo,1136,298764800,0
185,Raphael,1154,448611000,0
185,Donatello,1133,252903900,0
185,Splinter,1164,347555800,0
185,Michelangelo,1163,275746600,0
185,Leonardo,1139,189964300,0
186,Raphael,1161,395720600,0
186,Donatello,1139,321621500,0
186,Splinter,1169,249058100,0
186,Michelangelo,1168,233692100,0
186,Leonardo,1146,397701800,0
187,Raphael,1166,250881200,0
187,Donatello,1146,462680100,0
187,Splinter,1174,375896600,0
187,Michelangelo,1174,329894400,0
187,Leonardo,1150,118746100,0
188,Raphael,1174,146776700,0
188,Donatello,1151,287882700,0
188,Splinter,1181,315764400,0
188,Michelangelo,1181,374865400,0
188,Leonardo,1160,435696100,0
189,Raphael,1182,305683300,0
189,Donatello,1159,463807300,0
189,Splinter,1186,209858900,0
189,Michelangelo,1189,248795300,0
189,Leonardo,1166,291857800,0
190,Raphael,1188,349830000,0
190,Donatello,1165,339827800,0
190,Splinter,1193,462994200,0
190,Michelangelo,1193,238957300,0
190,Leonardo,1171,265914000,0
191,Raphael,1194,394634200,0
191,Donatello,1172,315872800,0
191,Splinter,1199,307962400,0
191,Michelangelo,1199,208708500,0
191,Leonardo,1175,240925000,0
192,Raphael,1201,341857400,0
192,Donatello,1178,396711600,0
192,Splinter,1206,234852900,0
192,Michelangelo,1206,355708300,0
192,Leonardo,1183,330640000,0
193,Raphael,1207,220754000,0
193,Donatello,1188,483954800,0
193,Splinter,1210,295834900,0
193,Michelangelo,1213,374836100,0
193,Leonardo,1189,291892400,0
194,Raphael,1213,322870300,0
194,Donatello,1192,187823300,0
194,Splinter,1216,320772700,0
194,Michelangelo,1218,206880700,0
194,Leonardo,1197,384633800,0
195,Raphael,1218,310780500,0
195,Donatello,1199,309841100,0
195,Splinter,1222,332843100,0
195,Michelangelo,1225,452795400,0
195,Leonardo,1203,322779000,0
196,Raphael,1225,299822000,0
196,Donatello,1204,287954500,0
196,Splinter,1228,348571300,0
196,Michelangelo,1233,325697300,0
196,Leonardo,1209,246813000,0
197,Raphael,1229,130801200,0
197,Donatello,1211,495662000,0
197,Splinter,1235,326906700,0
197,Michelangelo,1239,290876100,0
197,Leonardo,1215,330906800,0
198,Raphael,1237,310756600,0
198,Donatello,1218,429844700,0
198,Splinter,1242,250701500,0
198,Michelangelo,1247,292822600,0
198,Leonardo,1222,281670000,0
199,Raphael,1246,408755300,0
199,Donatello,1223,252857700,0
199,Splinter,1249,334605000,0
199,Michelangelo,1254,348678500,0
199,Leonardo,1230,356801900,0
200,Raphael,1251,297534200,0
200,Donatello,1231,486994000,0
200,Splinter,1252,143879700,0
200,Michelangelo,1260,408897700,0
200,Leonardo,1236,315678900,0
201,Raphael,1255,264886200,0
201,Donatello,1237,456607900,0
201,Splinter,1258,326773100,0
201,Michelangelo,1266,142808400,0
201,Leonardo,1245,558762500,0
202,Raphael,1261,134952800,0
202,Donatello,1244,486737500,0
202,Splinter,1264,287863300,0
202,Michelangelo,1273,253814900,0
202,Leonardo,1253,336798000,0
203,Raphael,1268,436832400,0
203,Donatello,1248,264472500,0
203,Splinter,1271,306858600,0
203,Michelangelo,1277,271872800,0
203,Leonardo,1258,315842500,0
204,Raphael,1276,276043400,0
204,Donatello,1253,263870900,0
204,Splinter,1278,322794800,0
204,Michelangelo,1282,313888400,0
204,Leonardo,1264,323788400,0
205,Raphael,1282,266773000,0
205,Donatello,1263,453727400,0
205,Splinter,1285,210754200,0
205,Michelangelo,1290,414830200,0
205,Leonardo,1271,301752300,0
206,Raphael,1287,265874900,0
206,Donatello,1272,420481700,0
206,Splinter,1290,241884500,0
206,Michelangelo,1295,323944200,0
206,Leonardo,1278,308883600,0
207,Raphael,1294,434888700,0
207,Donatello,1278,213759700,0
207,Splinter,1296,354810500,0
207,Michelangelo,1301,330786500,0
207,Leonardo,1282,266906600,0
208,Raphael,1300,244774800,0
208,Donatello,1284,228820700,0
208,Splinter,1302,402882700,0
208,Michelangelo,1307,315842400,0
208,Leonardo,1290,552813900,0
209,Raphael,1307,513686400,0
209,Donatello,1289,247928400,0
209,Splinter,1312,401586400,0
209,Michelangelo,1315,355783900,0
209,Leonardo,1295,235846300,0
210,Raphael,1311,202801700,0
210,Donatello,1295,459541200,0
210,Splinter,1313,14942600,0
210,Michelangelo,1323,347514400,0
210,Leonardo,1302,381825400,0
211,Raphael,1319,404106400,0
211,Donatello,1301,208787400,0
211,Splinter,1318,284676100,0
211,Michelangelo,1328,341748700,0
211,Leonardo,1307,293931800,0
212,Raphael,1324,216905000,0
212,Donatello,1308,325904800,0
212,Splinter,1324,234740600,0
212,Michelangelo,1334,390885800,0
212,Leonardo,1313,356708100,0
213,Raphael,1329,238759600,0
213,Donatello,1314,322721400,0
213,Splinter,1332,375677700,0
213,Michelangelo,1340,312750000,0
213,Leonardo,1320,304366700,0
214,Raphael,1336,324486300,0
214,Donatello,1321,295947000,0
214,Splinter,1337,274178900,0
214,Michelangelo,1345,297818200,0
214,Leonardo,1326,319753600,0
215,Raphael,1344,347551300,0
215,Donatello,1327,157708400,0
215,Splinter,1345,399767100,0
215,Michelangelo,1347,171905300,0
215,Leonardo,1331,332827600,0
216,Raphael,1350,337706600,0
216,Donatello,1332,287740000,0
216,Splinter,1350,222709400,0
216,Michelangelo,1353,325674400,0
216,Leonardo,1338,331771500,0
217,Raphael,1355,131813900,0
217,Donatello,1340,506467000,0
217,Splinter,1355,201741200,0
217,Michelangelo,1361,273433800,0
217,Leonardo,1346,433645400,0
218,Raphael,1361,377693600,0
218,Donatello,1345,261814100,0
218,Splinter,1362,380664600,0
218,Michelangelo,1366,262801600,0
218,Leonardo,1352,329586800,0
219,Raphael,1367,335600000,0
219,Donatello,1351,420718900,0
219,Splinter,1369,351221500,0
219,Michelangelo,1373,384730600,0
219,Leonardo,1359,280642100,0
220,Raphael,1375,357361400,0
220,Donatello,1358,278108000,0
220,Splinter,1374,217877800,0
220,Michelangelo,1379,252664300,0
220,Leonardo,1365,368870300,0
221,Raphael,1381,312933700,0
221,Donatello,1365,235685800,0
221,Splinter,1380,316721300,0
221,Michelangelo,1386,319786800,0
221,Leonardo,1370,193315100,0
222,Raphael,1389,381746500,0
222,Donatello,1371,206659200,0
222,Splinter,1387,426811100,0
222,Michelangelo,1391,322819300,0
222,Leonardo,1376,349829400,0
223,Raphael,1394,313801500,0
223,Donatello,1378,328656000,0
223,Splinter,1395,304737000,0
223,Michelangelo,1395,205665100,0
223,Leonardo,1384,399646700,0
224,Raphael,1398,255873900,0
224,Donatello,1385,300608300,0
224,Splinter,1399,320896100,0
224,Michelangelo,1403,450630600,0
224,Leonardo,1391,270912700,0
225,Raphael,1403,205670900,0
225,Donatello,1390,327847600,0
225,Splinter,1405,313737500,0
225,Michelangelo,1409,314616200,0
225,Leonardo,1397,294014800,0
226,Raphael,1408,248813900,0
226,Donatello,1397,412814000,0
226,Splinter,1410,241841900,0
226,Michelangelo,1414,301762400,0
226,Leonardo,1403,211981200,0
227,Raphael,1416,462770600,0
227,Donatello,1404,301820100,0
227,Splinter,1416,170899300,0
227,Michelangelo,1422,419359300,0
227,Leonardo,1408,236745600,0
228,Raphael,1419,136840500,0
228,Donatello,1411,484986800,0
228,Splinter,1420,176711100,0
228,Michelangelo,1430,486838200,0
228,Leonardo,1415,295463700,0
229,Raphael,1423,224932400,0
229,Donatello,1418,410647800,0
229,Splinter,1428,344665800,0
229,Michelangelo,1437,420858300,0
229,Leonardo,1421,308792200,0
230,Raphael,1428,169833400,0
230,Donatello,1423,298775800,0
230,Splinter,1434,383498900,0
230,Michelangelo,1443,260065400,0
230,Leonardo,1428,318524600,0
231,Raphael,1434,167783300,0
231,Donatello,1431,530932700,0
231,Splinter,1440,285763300,0
231,Michelangelo,1449,310736500,0
231,Leonardo,1435,437698400,0
232,Raphael,1442,346878100,0
232,Donatello,1437,223784300,0
232,Splinter,1447,325634600,0
232,Michelangelo,1458,252881100,0
232,Leonardo,1441,215510600,0
233,Raphael,1448,279868300,0
233,Donatello,1442,267027900,0
233,Splinter,1452,294336100,0
233,Michelangelo,1463,281259900,0
233,Leonardo,1446,385825000,0
234,Raphael,1454,362907000,0
234,Donatello,1445,117786100,0
234,Splinter,1458,539825500,0
234,Michelangelo,1467,147751900,0
234,Leonardo,1452,280736900,0
235,Raphael,1461,378684800,0
235,Donatello,1452,383886000,0
235,Splinter,1464,258752600,0
235,Michelangelo,1472,378814100,0
235,Leonardo,1458,340899400,0
236,Raphael,1468,382625600,0
236,Donatello,1458,341743300,0
236,Splinter,1471,397938400,0
236,Michelangelo,1479,266615200,0
236,Leonardo,1463,257868300,0
237,Raphael,1474,370922700,0
237,Donatello,1466,266626100,0
237,Splinter,1480,360733900,0
237,Michelangelo,1484,293801400,0
237,Leonardo,1470,390504100,0
238,Raphael,1481,281698100,0
238,Donatello,1472,342670700,0
238,Splinter,1486,233480700,0
238,Michelangelo,1491,397948700,0
238,Leonardo,1476,250625300,0
239,Raphael,1487,238831200,0
239,Donatello,1481,288631900,0
239,Splinter,1492,387827600,0
239,Michelangelo,1495,122857600,0
239,Leonardo,1485,477448500,0
240,Raphael,1493,307938600,0
240,Donatello,1487,295770600,0
240,Splinter,1499,407722300,0
240,Michelangelo,1503,424737400,0
240,Leonardo,1491,302781900,0
241,Raphael,1499,258732700,0
241,Donatello,1493,208747100,0
241,Splinter,1504,242903600,0
241,Michelangelo,1509,385706900,0
241,Leonardo,1498,295794500,0
242,Raphael,1505,305465200,0
242,Donatello,1499,228748800,0
242,Splinter,1511,285641500,0
242,Michelangelo,1513,237715300,0
242,Leonardo,1504,379845800,0
243,Raphael,1510,348864900,0
243,Donatello,1506,310704200,0
243,Splinter,1519,277868500,0
243,Michelangelo,1519,273637600,0
243,Leonardo,1509,333836700,0
244,Raphael,1515,301903300,0
244,Donatello,1512,372630700,0
244,Splinter,1522,110906300,0
244,Michelangelo,1526,397701700,0
244,Leonardo,1515,300680800,0
245,Raphael,1519,279836000,0
245,Donatello,1516,122791300,0
245,Splinter,1529,332767300,0
245,Michelangelo,1533,341576400,0
245,Leonardo,1520,329856200,0
246,Raphael,1523,264868800,0
246,Donatello,1522,341962800,0
246,Splinter,1535,360770400,0
246,Michelangelo,1538,191648100,0
246,Leonardo,1528,393716300,0
247,Raphael,1528,175770400,0
247,Donatello,1529,504670100,0
247,Splinter,1540,234780900,0
247,Michelangelo,1547,445373600,0
247,Leonardo,1534,368962100,0
248,Raphael,1534,321686600,0
248,Donatello,1536,397940000,0
248,Splinter,1546,303702600,0
248,Michelangelo,1554,255685000,0
248,Leonardo,1542,350528700,0
249,Raphael,1542,377755200,0
249,Donatello,1540,94909200,0
249,Splinter,1552,415689000,0
249,Michelangelo,1559,174887600,0
249,Leonardo,1549,401533800,0
250,Raphael,1546,244849000,0
250,Donatello,1545,369695900,0
250,Splinter,1558,444853300,0
250,Michelangelo,1565,333691800,0
250,Leonardo,1553,144788900,0
251,Raphael,1555,475547600,0
251,Donatello,1552,336009900,0
251,Splinter,1564,88650300,0
251,Michelangelo,1572,393108100,0
251,Leonardo,1558,143703700,0
252,Raphael,1561,313056200,0
252,Donatello,1559,375635000,0
252,Splinter,1572,315738900,0
252,Michelangelo,1577,290599500,0
252,Leonardo,1564,394428800,0
253,Raphael,1569,374497000,0
253,Donatello,1565,265841200,0
253,Splinter,1582,447009800,0
253,Michelangelo,1584,305480700,0
253,Leonardo,1571,353493300,0
254,Raphael,1578,408614000,0
254,Donatello,1570,166805800,0
254,Splinter,1589,429519800,0
254,Michelangelo,1590,228878900,0
254,Leonardo,1579,272717800,0
255,Raphael,1584,300966200,0
255,Donatello,1577,345711800,0
255,Splinter,1594,306844400,0
255,Michelangelo,1595,348068400,0
255,Leonardo,1585,362729000,0
256,Raphael,1589,254063500,0
256,Donatello,1585,397742900,0
256,Splinter,1598,193640400,0
256,Michelangelo,1599,302833100,0
256,Leonardo,1590,305767200,0
257,Raphael,1597,500659300,0
257,Donatello,1591,296786500,0
257,Splinter,1603,265744200,0
257,Michelangelo,1605,388749700,0
257,Leonardo,1595,187798700,0
258,Raphael,1605,467520400,0
258,Donatello,1595,140128200,0
258,Splinter,1610,368407900,0
258,Michelangelo,1611,350921600,0
258,Leonardo,1601,172724400,0
259,Raphael,1610,262818800,0
259,Donatello,1602,384822000,0
259,Splinter,1615,238099000,0
259,Michelangelo,1618,373702600,0
259,Leonardo,1608,403720000,0
260,Raphael,1616,410756000,0
260,Donatello,1608,312927100,0
260,Splinter,1621,312724200,0
260,Michelangelo,1623,306741100,0
260,Leonardo,1616,319781100,0
261,Raphael,1624,347821000,0
261,Donatello,1612,181863000,0
261,Splinter,1630,323931700,0
261,Michelangelo,1627,296948400,0
261,Leonardo,1621,253872400,0
262,Raphael,1629,241709600,0
262,Donatello,1619,370778600,0
262,Splinter,1635,217703900,0
262,Michelangelo,1635,306762600,0
262,Leonardo,1629,432727300,0
263,Raphael,1635,186711400,0
263,Donatello,1627,418885500,0
263,Splinter,1643,239576100,0
263,Michelangelo,1642,363755200,0
263,Leonardo,1636,233835300,0
264,Raphael,1642,332572100,0
264,Donatello,1635,339725700,0
264,Splinter,1649,216760200,0
264,Michelangelo,1648,338664100,0
264,Leonardo,1644,363665300,0
265,Raphael,1650,499655400,0
265,Donatello,1641,238803900,0
265,Splinter,1654,216892700,0
265,Michelangelo,1654,347886500,0
265,Leonardo,1646,118957000,0
266,Raphael,1656,315773100,0
266,Donatello,1650,403753400,0
266,Splinter,1659,169901100,0
266,Michelangelo,1662,373778100,0
266,Leonardo,1651,274807600,0
267,Raphael,1661,272799700,0
267,Donatello,1657,253651100,0
267,Splinter,1665,364959200,0
267,Michelangelo,1670,177605700,0
267,Leonardo,1657,389941000,0
268,Raphael,1668,418803100,0
268,Donatello,1665,340846000,0
268,Splinter,1672,267631300,0
268,Michelangelo,1678,369850100,0
268,Leonardo,1662,228975600,0
269,Raphael,1673,371750600,0
269,Donatello,1671,294819800,0
269,Splinter,1679,312880200,0
269,Michelangelo,1685,306844600,0
269,Leonardo,1668,400784800,0
270,Raphael,1678,376879900,0
270,Donatello,1675,257887300,0
270,Splinter,1684,332863600,0
270,Michelangelo,1693,354754700,0
270,Leonardo,1674,340789100,0
271,Raphael,1683,234868500,0
271,Donatello,1682,338724100,0
271,Splinter,1691,333739900,0
271,Michelangelo,1700,417854700,0
271,Leonardo,1678,275867100,0
272,Raphael,1689,324860100,0
272,Donatello,1688,221671000,0
272,Splinter,1695,268872500,0
272,Michelangelo,1706,425752900,0
272,Leonardo,1683,260845500,0
273,Raphael,1697,348726600,0
273,Donatello,1696,368641500,0
273,Splinter,1705,364828200,0
273,Michelangelo,1713,265719600,0
273,Leonardo,1691,343776300,0
274,Raphael,1703,343286500,0
274,Donatello,1701,354661400,0
274,Splinter,1710,323787500,0
274,Michelangelo,1721,318861500,0
274,Leonardo,1696,340478700,0
275,Raphael,1707,290877400,0
275,Donatello,1707,349799400,0
275,Splinter,1716,314749100,0
275,Michelangelo,1727,304848800,0
275,Leonardo,1703,354740800,0
276,Raphael,1715,387693700,0
276,Donatello,1712,198814400,0
276,Splinter,1723,389749400,0
276,Michelangelo,1733,333868600,0
276,Leonardo,1709,234853500,0
277,Raphael,1721,169791100,0
277,Donatello,1721,331687800,0
277,Splinter,1729,152836800,0
277,Michelangelo,1740,343956800,0
277,Leonardo,1719,481577700,0
278,Raphael,1729,316682400,0
278,Donatello,1726,141909800,0
278,Splinter,1737,442579500,0
278,Michelangelo,1744,299998900,0
278,Leonardo,1726,349646900,0
279,Raphael,1738,374698000,0
279,Donatello,1733,289906300,0
279,Splinter,1742,197838000,0
279,Michelangelo,1752,427848500,0
279,Leonardo,1732,337813400,0
280,Raphael,1747,435700400,0
280,Donatello,1739,295914700,0
280,Splinter,1749,303680700,0
280,Michelangelo,1759,343727300,0
280,Leonardo,1736,176794000,0
281,Raphael,1753,270811100,0
281,Donatello,1746,364944800,0
281,Splinter,1754,165969100,0
281,Michelangelo,1766,428815600,0
281,Leonardo,1740,245896600,0
282,Raphael,1758,206946400,0
282,Donatello,1751,211811100,0
282,Splinter,1762,366799900,0
282,Michelangelo,1771,195839700,0
282,Leonardo,1748,502784500,0
283,Raphael,1766,331659100,0
283,Donatello,1759,344754000,0
283,Splinter,1768,254802600,0
283,Michelangelo,1778,345676700,0
283,Leonardo,1755,325888300,0
284,Raphael,1772,232746100,0
284,Donatello,1763,216890000,0
284,Splinter,1777,505736800,0
284,Michelangelo,1783,228857300,0
284,Leonardo,1763,475691600,0
285,Raphael,1780,469732500,0
285,Donatello,1767,159840900,0
285,Splinter,1784,385876700,0
285,Michelangelo,1789,378807300,0
285,Leonardo,1768,202063900,0
286,Raphael,1787,346779200,0
286,Donatello,1777,468761900,0
286,Splinter,1791,210772000,0
286,Michelangelo,1797,414760500,0
286,Leonardo,1775,240815200,0
287,Raphael,1793,374726100,0
287,Donatello,1781,154906400,0
287,Splinter,1798,411947300,0
287,Michelangelo,1802,143830400,0
287,Leonardo,1780,345987500,0
288,Raphael,1796,118257200,0
288,Donatello,1788,445887200,0
288,Splinter,1803,290781000,0
288,Michelangelo,1807,339865600,0
288,Leonardo,1786,462411800,0
289,Raphael,1803,318247100,0
289,Donatello,1795,429933500,0
289,Splinter,1809,136865400,0
289,Michelangelo,1815,305767500,0
289,Leonardo,1792,307880700,0
290,Raphael,1808,228002400,0
290,Donatello,1800,304732000,0
290,Splinter,1817,339785300,0
290,Michelangelo,1822,311797700,0
290,Leonardo,1799,467737800,0
291,Raphael,1813,230785000,0
291,Donatello,1809,459883600,0
291,Splinter,1824,346804500,0
291,Michelangelo,1827,304781800,0
291,Leonardo,1806,359047800,0
292,Raphael,1820,447693700,0
292,Donatello,1815,418901000,0
292,Splinter,1833,339782100,0
292,Michelangelo,1833,371868300,0
292,Leonardo,1812,291724900,0
293,Raphael,1828,353804700,0
293,Donatello,1823,373730900,0
293,Splinter,1837,168864900,0
293,Michelangelo,1840,439875600,0
293,Leonardo,1816,112974100,0
294,Raphael,1836,334861800,0
294,Donatello,1831,308815600,0
294,Splinter,1846,496566000,0
294,Michelangelo,1845,54877300,0
294,Leonardo,1824,315779000,0
295,Raphael,1841,424913900,0
295,Donatello,1832,71990300,0
295,Splinter,1852,413919300,0
295,Michelangelo,1853,372895800,0
295,Leonardo,1829,348854500,0
296,Raphael,1846,194804400,0
296,Donatello,1839,342007000,0
296,Splinter,1859,377767300,0
296,Michelangelo,1856,141977400,0
296,Leonardo,1836,471789500,0
297,Raphael,1853,321690800,0
297,Donatello,1845,451884000,0
297,Splinter,1862,69946700,0
297,Michelangelo,1864,376901900,0
297,Leonardo,1842,340861300,0
298,Raphael,1860,342786700,0
298,Donatello,1849,285834900,0
298,Splinter,1867,303919900,0
298,Michelangelo,1871,359705000,0
298,Leonardo,1851,345776500,0
299,Raphael,1867,410699400,0
299,Donatello,1856,317714100,0
299,Splinter,1872,317778600,0
299,Michelangelo,1878,401961800,0
299,Leonardo,1856,250892700,0
