second,philosopher,eatCount,eatNanosDelta,blockedMillisDelta
50,Leonardo,313,356765300,0
51,Raphael,320,144781700,0
51,Donatello,323,359811800,0
51,Splinter,310,191890800,0
51,Michelangelo,322,200780300,0
51,Leonardo,320,322841000,0
52,Raphael,326,370754400,0
52,Donatello,329,260857400,0
52,Splinter,316,332563100,0
52,Michelangelo,328,335911400,0
52,Leonardo,325,351821100,0
53,Raphael,332,358876700,0
53,Donatello,335,268697100,0
53,Splinter,323,308719200,0
53,Michelangelo,334,408653200,0
53,Leonardo,332,349757600,0
54,Raphael,339,333522100,0
54,Donatello,341,252771100,0
54,Splinter,328,205308800,0
54,Michelangelo,340,290053900,0
54,Leonardo,337,293047300,0
55,Raphael,345,273796000,0
55,Donatello,346,274810200,0
55,Splinter,334,276813900,0
55,Michelangelo,345,389829100,0
55,Leonardo,343,262720900,0
56,Raphael,350,164764300,0
56,Donatello,352,370774100,0
56,Splinter,339,273828700,0
56,Michelangelo,352,374835100,0
56,Leonardo,349,315843900,0
57,Raphael,357,294486300,0
57,Donatello,359,311795700,0
57,Splinter,347,386754900,0
57,Michelangelo,358,375558900,0
57,Leonardo,356,331907300,0
58,Raphael,363,309633400,0
58,Donatello,364,269768700,0
58,Splinter,352,327821200,0
58,Michelangelo,363,147698200,0
58,Leonardo,362,485850400,0
59,Raphael,369,308770500,0
59,Donatello,369,371793100,0
59,Splinter,359,279706700,0
59,Michelangelo,370,482734500,0
59,Leonardo,371,264813400,0
60,Raphael,374,212856900,0
60,Donatello,375,213757900,0
60,Splinter,364,228683400,0
60,Michelangelo,376,283649400,0
60,Leonardo,376,277811900,0
61,Raphael,379,228840800,0
61,Donatello,382,253675200,0
61,Splinter,371,354763200,0
61,Michelangelo,382,319762700,0
61,Leonardo,381,330791500,0
62,Raphael,383,275698000,0
62,Donatello,386,208887600,0
62,Splinter,377,181677800,0
62,Michelangelo,386,197807100,0
62,Leonardo,385,238832300,0
63,Raphael,389,207685800,0
63,Donatello,393,406809800,0
63,Splinter,383,250621800,0
63,Michelangelo,392,437842900,0
63,Leonardo,392,280800000,0
64,Raphael,392,222922800,0
64,Donatello,396,181846300,0
64,Splinter,386,129846100,0
64,Michelangelo,395,213843400,0
64,Leonardo,396,222795600,0
65,Raphael,399,331640200,0
65,Donatello,402,254694500,0
65,Splinter,393,210788200,0
65,Michelangelo,401,416787300,0
65,Leonardo,404,437692000,0
66,Raphael,404,372783400,0
66,Donatello,408,170715900,0
66,Splinter,399,360608700,0
66,Michelangelo,408,219779200,0
66,Leonardo,409,320868500,0
67,Raphael,409,336645900,0
67,Donatello,413,308899000,0
67,Splinter,405,376676600,0
67,Michelangelo,414,246708100,0
67,Leonardo,414,230781600,0
68,Raphael,414,355796600,0
68,Donatello,418,336784200,0
68,Splinter,409,300819500,0
68,Michelangelo,419,196814500,0
68,Leonardo,421,397675700,0
69,Raphael,419,270770300,0
69,Donatello,423,303791300,0
69,Splinter,415,463751300,0
69,Michelangelo,424,212778800,0
69,Leonardo,426,202868600,0
70,Raphael,424,365818700,0
70,Donatello,428,213804900,0
70,Splinter,420,238702000,0
70,Michelangelo,429,198992100,0
70,Leonardo,432,278782400,0
71,Raphael,430,314936000,0
71,Donatello,434,362670600,0
71,Splinter,427,342760900,0
71,Michelangelo,435,315037900,0
71,Leonardo,438,239482800,0
72,Raphael,437,261641700,0
72,Donatello,442,376682600,0
72,Splinter,433,232669900,0
72,Michelangelo,440,308706200,0
72,Leonardo,447,531833800,0
73,Raphael,444,420696100,0
73,Donatello,449,381878800,0
73,Splinter,440,195718300,0
73,Michelangelo,446,263755900,0
73,Leonardo,451,261851500,0
74,Raphael,451,303758800,0
74,Donatello,455,191679500,0
74,Splinter,447,378879400,0
74,Michelangelo,452,281826200,0
74,Leonardo,458,296629900,0
75,Raphael,456,262736200,0
75,Donatello,461,378660300,0
75,Splinter,453,198720300,0
75,Michelangelo,458,226746200,0
75,Leonardo,462,222850100,0
76,Raphael,461,225835500,0
76,Donatello,467,353768500,0
76,Splinter,457,273737100,0
76,Michelangelo,463,123712500,0
76,Leonardo,467,319679500,0
77,Raphael,466,306865300,0
77,Donatello,473,188835500,0
77,Splinter,463,407681400,0
77,Michelangelo,469,406831000,0
77,Leonardo,474,327804300,0
78,Raphael,474,313789300,0
78,Donatello,480,372580600,0
78,Splinter,469,330541300,0
78,Michelangelo,476,434015300,0
78,Leonardo,480,273797500,0
79,Raphael,478,182919000,0
79,Donatello,484,286873400,0
79,Splinter,473,203823300,0
79,Michelangelo,480,224860300,0
79,Leonardo,485,238589600,0
80,Raphael,484,303747100,0
80,Donatello,490,259815600,0
80,Splinter,479,276695400,0
80,Michelangelo,486,416790900,0
80,Leonardo,492,270700800,0
81,Raphael,488,194815500,0
81,Donatello,497,307707300,0
81,Splinter,485,393734200,0
81,Michelangelo,492,307771200,0
81,Leonardo,497,328739800,0
82,Raphael,495,350723800,0
82,Donatello,504,351743600,0
82,Splinter,492,438764300,0
82,Michelangelo,498,379813200,0
82,Leonardo,504,312765000,0
83,Raphael,500,228767800,0
83,Donatello,511,292755000,0
83,Splinter,497,164732500,0
83,Michelangelo,504,363746900,0
83,Leonardo,509,227784500,0
84,Raphael,507,434781200,0
84,Donatello,517,323746800,0
84,Splinter,502,236680900,0
84,Michelangelo,510,432701900,0
84,Leonardo,515,348687600,0
85,Raphael,513,327752700,0
85,Donatello,524,285755600,0
85,Splinter,509,421589600,0
85,Michelangelo,516,336798800,0
85,Leonardo,522,418700600,0
86,Raphael,520,379748200,0
86,Donatello,529,295855200,0
86,Splinter,515,296833300,0
86,Michelangelo,522,254811400,0
86,Leonardo,529,321699500,0
87,Raphael,526,301038500,0
87,Donatello,536,352736500,0
87,Splinter,522,375779600,0
87,Michelangelo,529,318731700,0
87,Leonardo,535,312536700,0
88,Raphael,531,152881700,0
88,Donatello,541,255852500,0
88,Splinter,526,226823600,0
88,Michelangelo,532,231861400,0
88,Leonardo,539,277797800,0
89,Raphael,536,279932800,0
89,Donatello,548,359691000,0
89,Splinter,532,387681300,0
89,Michelangelo,539,371658000,0
89,Leonardo,546,369642100,0
90,Raphael,544,331831400,0
90,Donatello,555,237595900,0
90,Splinter,539,423995700,0
90,Michelangelo,545,260775100,0
90,Leonardo,553,326709500,0
91,Raphael,551,261627000,0
91,Donatello,563,343645500,0
91,Splinter,544,381840000,0
91,Michelangelo,551,468325300,0
91,Leonardo,559,361181300,0
92,Raphael,557,407683400,0
92,Donatello,569,286758600,0
92,Splinter,552,441803600,0
92,Michelangelo,558,242722800,0
92,Leonardo,567,265840700,0
93,Raphael,562,198831300,0
93,Donatello,575,295640000,0
93,Splinter,557,321718900,0
93,Michelangelo,563,226793000,0
93,Leonardo,573,380808300,0
94,Raphael,567,247792300,0
94,Donatello,580,224868200,0
94,Splinter,562,215835300,0
94,Michelangelo,569,238685300,0
94,Leonardo,578,288914300,0
95,Raphael,573,287802500,0
95,Donatello,586,327862900,0
95,Splinter,568,396761600,0
95,Michelangelo,575,360804000,0
95,Leonardo,584,308774000,0
96,Raphael,577,216814000,0
96,Donatello,591,336827300,0
96,Splinter,573,308772100,0
96,Michelangelo,579,201857800,0
96,Leonardo,589,320807600,0
97,Raphael,585,406767700,0
97,Donatello,597,241817100,0
97,Splinter,578,137826500,0
97,Michelangelo,585,284728600,0
97,Leonardo,594,355860700,0
98,Raphael,592,331763000,0
98,Donatello,604,420824300,0
98,Splinter,585,280755300,0
98,Michelangelo,593,395753500,0
98,Leonardo,603,344793400,0
99,Raphael,598,275770900,0
99,Donatello,612,361790100,0
99,Splinter,592,377735700,0
99,Michelangelo,601,192655000,0
99,Leonardo,610,460796800,0
100,Raphael,604,311607800,0
100,Donatello,617,332929800,0
100,Splinter,600,338645800,0
100,Michelangelo,607,316744900,0
100,Leonardo,617,248746700,0
101,Raphael,611,302730600,0
101,Donatello,622,311933900,0
101,Splinter,605,178828300,0
101,Michelangelo,613,304750100,0
101,Leonardo,622,182824900,0
102,Raphael,617,402848600,0
102,Donatello,628,318803500,0
102,Splinter,610,301825100,0
102,Michelangelo,618,344872800,0
102,Leonardo,628,161780100,0
103,Raphael,623,354700300,0
103,Donatello,635,378723600,0
103,Splinter,618,345660100,0
103,Michelangelo,626,280002600,0
103,Leonardo,636,237612300,0
104,Raphael,630,367997000,0
104,Donatello,641,233593200,0
104,Splinter,625,270553500,0
104,Michelangelo,632,338934000,0
104,Leonardo,642,329651400,0
105,Raphael,635,289832400,0
105,Donatello,647,313709600,0
105,Splinter,632,429711400,0
105,Michelangelo,638,355922700,0
105,Leonardo,648,342707200,0
106,Raphael,642,152642700,0
106,Donatello,654,419658900,0
106,Splinter,638,378750700,0
106,Michelangelo,646,450665700,0
106,Leonardo,656,335752200,0
107,Raphael,649,343811400,0
107,Donatello,660,268578400,0
107,Splinter,644,411812400,0
107,Michelangelo,652,308786000,0
107,Leonardo,661,315824900,0
108,Raphael,656,399704600,0
108,Donatello,666,435810100,0
108,Splinter,651,368527000,0
108,Michelangelo,658,390056100,0
108,Leonardo,668,336657700,0
109,Raphael,662,341731600,0
109,Donatello,672,339825100,0
109,Splinter,656,99392300,0
109,Michelangelo,665,310138300,0
109,Leonardo,673,255563800,0
110,Raphael,667,168789300,0
110,Donatello,678,358760600,0
110,Splinter,663,330743500,0
110,Michelangelo,673,412751000,0
110,Leonardo,680,356822800,0
111,Raphael,674,354701800,0
111,Donatello,684,344581900,0
111,Splinter,669,235683200,0
111,Michelangelo,678,312805200,0
111,Leonardo,685,232804000,0
112,Raphael,680,279822500,0
112,Donatello,691,281573200,0
112,Splinter,674,299825300,0
112,Michelangelo,684,323820300,0
112,Leonardo,691,346660200,0
113,Raphael,687,364834500,0
113,Donatello,698,311530100,0
113,Splinter,681,228835800,0
113,Michelangelo,692,425540400,0
113,Leonardo,699,334578700,0
114,Raphael,694,322605600,0
114,Donatello,704,321849600,0
114,Splinter,687,421761500,0
114,Michelangelo,698,244689900,0
114,Leonardo,705,405787000,0
115,Raphael,699,209842500,0
115,Donatello,708,248818700,0
115,Splinter,694,298677700,0
115,Michelangelo,704,313848100,0
115,Leonardo,711,411700700,0
116,Raphael,703,281651100,0
116,Donatello,712,211042700,0
116,Splinter,697,125827400,0
116,Michelangelo,707,148880100,0
116,Leonardo,715,245813400,0
117,Raphael,709,276850700,0
117,Donatello,718,373663800,0
117,Splinter,704,315785100,0
117,Michelangelo,713,447681600,0
117,Leonardo,721,266766200,0
118,Raphael,714,210796300,0
118,Donatello,724,230766900,0
118,Splinter,710,280670400,0
118,Michelangelo,720,340676200,0
118,Leonardo,728,344737200,0
119,Raphael,719,193802000,0
119,Donatello,729,243828800,0
119,Splinter,716,330714300,0
119,Michelangelo,726,301776400,0
119,Leonardo,733,284759800,0
120,Raphael,723,183792500,0
120,Donatello,734,364816500,0
120,Splinter,721,124751900,0
120,Michelangelo,730,288877400,0
120,Leonardo,738,193757100,0
121,Raphael,730,415748800,0
121,Donatello,740,283783200,0
121,Splinter,728,271703500,0
121,Michelangelo,735,240921500,0
121,Leonardo,743,332760700,0
122,Raphael,733,179847500,0
122,Donatello,744,243835300,0
122,Splinter,731,269841400,0
122,Michelangelo,739,65926300,0
122,Leonardo,746,242823900,0
123,Raphael,739,330740700,0
123,Donatello,749,228833300,0
123,Splinter,736,346783200,0
123,Michelangelo,744,271776400,0
123,Leonardo,752,210770900,0
124,Raphael,744,355782700,0
124,Donatello,756,338720400,0
124,Splinter,743,378756000,0
124,Michelangelo,752,453721900,0
124,Leonardo,758,237807300,0
125,Raphael,751,440655500,0
125,Donatello,762,366770200,0
125,Splinter,749,240863400,0
125,Michelangelo,759,320753000,0
125,Leonardo,764,382751600,0
126,Raphael,756,303804600,0
126,Donatello,769,367696900,0
126,Splinter,755,280750500,0
126,Michelangelo,763,264929800,0
126,Leonardo,769,211863800,0
127,Raphael,762,377665600,0
127,Donatello,775,264875300,0
127,Splinter,760,284826600,0
127,Michelangelo,770,276784500,0
127,Leonardo,776,250670500,0
128,Raphael,769,287754200,0
128,Donatello,782,452490700,0
128,Splinter,766,387932600,0
128,Michelangelo,777,389531200,0
128,Leonardo,783,228760100,0
129,Raphael,774,184763200,0
129,Donatello,788,225722300,0
129,Splinter,771,231776300,0
129,Michelangelo,782,199856400,0
129,Leonardo,788,352789100,0
130,Raphael,778,234008200,0
130,Donatello,793,254751400,0
130,Splinter,776,252788700,0
130,Michelangelo,787,277806800,0
130,Leonardo,794,418585100,0
131,Raphael,784,340746400,0
131,Donatello,800,375674300,0
131,Splinter,782,325790300,0
131,Michelangelo,793,353613800,0
131,Leonardo,799,277805600,0
132,Raphael,789,326747700,0
132,Donatello,809,398756900,0
132,Splinter,789,264672600,0
132,Michelangelo,800,403845400,0
132,Leonardo,806,336781600,0
133,Raphael,796,326720100,0
133,Donatello,815,292715900,0
133,Splinter,796,261646200,0
133,Michelangelo,804,235797900,0
133,Leonardo,811,279833600,0
134,Raphael,804,393751900,0
134,Donatello,823,296660200,0
134,Splinter,803,375769300,0
134,Michelangelo,811,217647700,0
134,Leonardo,817,313807400,0
135,Raphael,811,311875200,0
135,Donatello,830,243807300,0
135,Splinter,810,292690700,0
135,Michelangelo,818,437716200,0
135,Leonardo,826,357748000,0
136,Raphael,815,154908200,0
136,Donatello,834,220795700,0
136,Splinter,813,254789200,0
136,Michelangelo,821,168681900,0
136,Leonardo,829,190072900,0
137,Raphael,820,375841200,0
137,Donatello,840,324762800,0
137,Splinter,818,315798200,0
137,Michelangelo,827,228700600,0
137,Leonardo,836,341741700,0
138,Raphael,826,421758300,0
138,Donatello,846,240772900,0
138,Splinter,824,364664400,0
138,Michelangelo,833,437722400,0
138,Leonardo,844,341572300,0
139,Raphael,830,287599000,0
139,Donatello,852,267853900,0
139,Splinter,831,289544200,0
139,Michelangelo,838,225756100,0
139,Leonardo,848,158913200,0
140,Raphael,835,188884300,0
140,Donatello,858,258766600,0
140,Splinter,837,219894600,0
140,Michelangelo,844,300801300,0
140,Leonardo,853,275776400,0
141,Raphael,841,422959600,0
141,Donatello,864,318742500,0
141,Splinter,845,391782400,0
141,Michelangelo,850,294763100,0
141,Leonardo,860,459694900,0
142,Raphael,847,369800300,0
142,Donatello,870,401764300,0
142,Splinter,851,448833200,0
142,Michelangelo,858,208757700,0
142,Leonardo,867,232571000,0
143,Raphael,853,388508800,0
143,Donatello,877,466786500,0
143,Splinter,857,332738500,0
143,Michelangelo,864,235694600,0
143,Leonardo,872,364844600,0
144,Raphael,859,243807200,0
144,Donatello,885,328837300,0
144,Splinter,863,330768000,0
144,Michelangelo,872,328798400,0
144,Leonardo,880,464868200,0
145,Raphael,867,357786500,0
145,Donatello,891,284691000,0
145,Splinter,868,382774300,0
145,Michelangelo,879,393810300,0
145,Leonardo,886,313722000,0
146,Raphael,873,365806100,0
146,Donatello,897,346768600,0
146,Splinter,876,435760500,0
146,Michelangelo,885,296804700,0
146,Leonardo,893,306673600,0
147,Raphael,877,272731300,0
147,Donatello,903,276806200,0
147,Splinter,882,275871500,0
147,Michelangelo,891,413774400,0
147,Leonardo,897,264861000,0
148,Raphael,884,260743800,0
148,Donatello,912,391749200,0
148,Splinter,889,289766000,0
148,Michelangelo,896,341711700,0
148,Leonardo,903,341836600,0
149,Raphael,890,281746900,0
149,Donatello,917,254826500,0
149,Splinter,894,413791900,0
149,Michelangelo,900,224823000,0
149,Leonardo,908,268803200,0
150,Raphael,898,362727900,0
150,Donatello,923,393766600,0
150,Splinter,900,338774200,0
150,Michelangelo,906,219746300,0
150,Leonardo,913,269734800,0
151,Raphael,904,286906700,0
151,Donatello,930,369726300,0
151,Splinter,906,377809800,0
151,Michelangelo,913,312754600,0
151,Leonardo,920,368635100,0
152,Raphael,909,269831300,0
152,Donatello,934,366897400,0
152,Splinter,911,329743700,0
152,Michelangelo,918,276729500,0
152,Leonardo,924,230709200,0
153,Raphael,915,244855100,0
153,Donatello,939,324824600,0
153,Splinter,918,252768500,0
153,Michelangelo,925,364739400,0
153,Leonardo,931,346745600,0
154,Raphael,924,358863800,0
154,Donatello,944,316790800,0
154,Splinter,925,262764800,0
154,Michelangelo,933,260729300,0
154,Leonardo,938,370709400,0
155,Raphael,929,261773200,0
155,Donatello,948,247670700,0
155,Splinter,931,256706100,0
155,Michelangelo,938,273048700,0
155,Leonardo,943,294789800,0
156,Raphael,935,360831500,0
156,Donatello,956,326827800,0
156,Splinter,938,312750700,0
156,Michelangelo,944,381731900,0
156,Leonardo,950,429824000,0
157,Raphael,943,403658700,0
157,Donatello,964,232657900,0
157,Splinter,944,238930700,0
157,Michelangelo,951,348546100,0
157,Leonardo,958,273900300,0
158,Raphael,950,343813300,0
158,Donatello,970,317726100,0
158,Splinter,952,388830700,0
158,Michelangelo,958,340717400,0
158,Leonardo,964,359820400,0
159,Raphael,957,196530600,0
159,Donatello,977,310906500,0
159,Splinter,959,396814100,0
159,Michelangelo,966,355771600,0
159,Leonardo,971,364676600,0
160,Raphael,963,366815900,0
160,Donatello,982,367770800,0
160,Splinter,965,274743800,0
160,Michelangelo,972,276798200,0
160,Leonardo,979,377725200,0
161,Raphael,968,206763600,0
161,Donatello,988,294806600,0
161,Splinter,970,364879900,0
161,Michelangelo,977,242721200,0
161,Leonardo,983,257850600,0
162,Raphael,974,372420700,0
162,Donatello,995,230702300,0
162,Splinter,976,379812800,0
162,Michelangelo,983,366705800,0
162,Leonardo,989,383015500,0
163,Raphael,983,284688800,0
163,Donatello,1004,372771400,0
163,Splinter,982,204740800,0
163,Michelangelo,989,365816900,0
163,Leonardo,997,291713500,0
164,Raphael,990,302603300,0
164,Donatello,1008,99855200,0
164,Splinter,988,386683700,0
164,Michelangelo,995,339770100,0
164,Leonardo,1002,187847100,0
165,Raphael,996,234855800,0
165,Donatello,1015,305758000,0
165,Splinter,996,303568500,0
165,Michelangelo,1002,337844600,0
165,Leonardo,1010,408866300,0
166,Raphael,1004,409606800,0
166,Donatello,1021,282837700,0
166,Splinter,1002,336655500,0
166,Michelangelo,1008,274781100,0
166,Leonardo,1018,462725700,0
167,Raphael,1011,442729100,0
167,Donatello,1026,328839100,0
167,Splinter,1009,371587700,0
167,Michelangelo,1015,362451200,0
167,Leonardo,1024,216830600,0
168,Raphael,1017,303707500,0
168,Donatello,1033,331752200,0
168,Splinter,1015,242772900,0
168,Michelangelo,1022,380688000,0
168,Leonardo,1030,392734600,0
169,Raphael,1021,195794900,0
169,Donatello,1036,243905500,0
169,Splinter,1019,248862000,0
169,Michelangelo,1026,267657800,0
169,Leonardo,1036,209917700,0
170,Raphael,1026,264732300,0
170,Donatello,1043,396626000,0
170,Splinter,1026,282742700,0
170,Michelangelo,1033,270650400,0
170,Leonardo,1042,496783400,0
171,Raphael,1031,317873200,0
171,Donatello,1048,329856800,0
171,Splinter,1030,277818700,0
171,Michelangelo,1039,267828100,0
171,Leonardo,1048,226634400,0
172,Raphael,1038,360768000,0
172,Donatello,1055,328557800,0
172,Splinter,1038,348709200,0
172,Michelangelo,1046,300772300,0
172,Leonardo,1056,353647100,0
173,Raphael,1045,420776200,0
173,Donatello,1062,285397600,0
173,Splinter,1045,492036400,0
173,Michelangelo,1052,214724900,0
173,Leonardo,1062,350733200,0
174,Raphael,1054,396751200,0
174,Donatello,1069,213728300,0
174,Splinter,1053,470494200,0
174,Michelangelo,1060,322770600,0
174,Leonardo,1069,454634600,0
175,Raphael,1059,279794200,0
175,Donatello,1074,256694100,0
175,Splinter,1059,363745000,0
175,Michelangelo,1065,335941600,0
175,Leonardo,1074,216784200,0
176,Raphael,1065,353661700,0
176,Donatello,1080,247072900,0
176,Splinter,1065,424783000,0
176,Michelangelo,1071,241784600,0
176,Leonardo,1081,295665000,0
177,Raphael,1070,260760400,0
177,Donatello,1085,331771000,0
177,Splinter,1069,243845200,0
177,Michelangelo,1076,245766500,0
