second,philosopher,eatCount,eatNanosDelta,blockedMillisDelta
177,Leonardo,1084,183873300,0
178,Raphael,1076,277626200,0
178,Donatello,1091,345861200,0
178,Splinter,1075,284757000,0
178,Michelangelo,1082,330805900,0
178,Leonardo,1090,284770000,0
179,Raphael,1081,247773400,0
179,Donatello,1097,186697200,0
179,Splinter,1080,332728300,0
179,Michelangelo,1087,258908800,0
179,Leonardo,1095,255763900,0
180,Raphael,1086,235753800,0
180,Donatello,1101,163844500,0
180,Splinter,1085,230775000,0
180,Michelangelo,1092,284826800,0
180,Leonardo,1101,303016800,0
181,Raphael,1091,262810100,0
181,Donatello,1107,275762500,0
181,Splinter,1091,329597800,0
181,Michelangelo,1098,366966500,0
181,Leonardo,1108,199614900,0
182,Raphael,1097,262737600,0
182,Donatello,1113,386789000,0
182,Splinter,1098,383629500,0
182,Michelangelo,1105,448899400,0
182,Leonardo,1114,303659100,0
183,Raphael,1102,205715200,0
183,Donatello,1117,252928700,0
183,Splinter,1102,97846400,0
183,Michelangelo,1109,184826900,0
183,Leonardo,1119,351836700,0
184,Raphael,1108,289670600,0
184,Donatello,1124,395843000,0
184,Splinter,1109,379631400,0
184,Michelangelo,1117,405755800,0
184,Leonardo,1127,308706100,0
185,Raphael,1116,301391300,0
185,Donatello,1132,420874000,0
185,Splinter,1116,263628400,0
185,Michelangelo,1124,291723100,0
185,Leonardo,1133,347735900,0
186,Raphael,1121,307834300,0
186,Donatello,1136,283843400,0
186,Splinter,1120,290825200,0
186,Michelangelo,1129,278854000,0
186,Leonardo,1137,336848900,0
187,Raphael,1127,457806800,0
187,Donatello,1142,271704400,0
187,Splinter,1124,107837200,0
187,Michelangelo,1134,244842900,0
187,Leonardo,1141,259860700,0
188,Raphael,1132,226770200,0
188,Donatello,1148,283529100,0
188,Splinter,1129,269891400,0
188,Michelangelo,1139,281770100,0
188,Leonardo,1148,410693600,0
189,Raphael,1139,397924100,0
189,Donatello,1153,214809200,0
189,Splinter,1135,331757000,0
189,Michelangelo,1145,236702200,0
189,Leonardo,1154,337541300,0
190,Raphael,1146,459754700,0
190,Donatello,1159,266699800,0
190,Splinter,1142,377695400,0
190,Michelangelo,1153,368577000,0
190,Leonardo,1163,325490900,0
191,Raphael,1150,183850600,0
191,Donatello,1163,252841900,0
191,Splinter,1147,250717900,0
191,Michelangelo,1156,197923400,0
191,Leonardo,1167,241816200,0
192,Raphael,1155,267780400,0
192,Donatello,1168,231698900,0
192,Splinter,1153,314657100,0
192,Michelangelo,1162,398688700,0
192,Leonardo,1173,305616200,0
193,Raphael,1162,369780300,0
193,Donatello,1175,384701900,0
193,Splinter,1159,290621900,0
193,Michelangelo,1167,357895700,0
193,Leonardo,1179,316710700,0
194,Raphael,1168,311671000,0
194,Donatello,1181,290788300,0
194,Splinter,1165,289719000,0
194,Michelangelo,1173,288690400,0
194,Leonardo,1184,322839200,0
195,Raphael,1175,193577300,0
195,Donatello,1186,289760700,0
195,Splinter,1170,351780800,0
195,Michelangelo,1178,275859100,0
195,Leonardo,1190,377891000,0
196,Raphael,1181,207374500,0
196,Donatello,1192,301870800,0
196,Splinter,1178,379708400,0
196,Michelangelo,1185,398358700,0
196,Leonardo,1199,438797400,0
197,Raphael,1187,345769500,0
197,Donatello,1199,209737700,0
197,Splinter,1184,355680700,0
197,Michelangelo,1191,389774000,0
197,Leonardo,1205,199853500,0
198,Raphael,1192,277885100,0
198,Donatello,1206,473761200,0
198,Splinter,1190,281772600,0
198,Michelangelo,1198,417921500,0
198,Leonardo,1211,374572900,0
199,Raphael,1198,384844000,0
199,Donatello,1212,369666200,0
199,Splinter,1196,294755800,0
199,Michelangelo,1203,277772800,0
199,Leonardo,1217,248621400,0
200,Raphael,1205,330404000,0
200,Donatello,1218,396072400,0
200,Splinter,1203,251752500,0
200,Michelangelo,1211,506758400,0
200,Leonardo,1224,318748500,0
201,Raphael,1211,351623700,0
201,Donatello,1224,284837200,0
201,Splinter,1208,410761400,0
201,Michelangelo,1216,296773200,0
201,Leonardo,1230,354851000,0
202,Raphael,1217,321723200,0
202,Donatello,1231,432785900,0
202,Splinter,1214,246730800,0
202,Michelangelo,1223,274679900,0
202,Leonardo,1236,412791600,0
203,Raphael,1223,304654100,0
203,Donatello,1236,215648200,0
203,Splinter,1219,349821600,0
203,Michelangelo,1228,205782500,0
203,Leonardo,1242,342778000,0
204,Raphael,1229,317862000,0
204,Donatello,1242,361827000,0
204,Splinter,1224,267778000,0
204,Michelangelo,1233,306767700,0
204,Leonardo,1247,300857900,0
205,Raphael,1232,152896600,0
205,Donatello,1246,219787500,0
205,Splinter,1228,246363900,0
205,Michelangelo,1237,238136800,0
205,Leonardo,1251,256738200,0
206,Raphael,1237,369806500,0
206,Donatello,1251,304779500,0
206,Splinter,1234,347741200,0
206,Michelangelo,1244,321799000,0
206,Leonardo,1257,403682600,0
207,Raphael,1244,368867000,0
207,Donatello,1259,206716200,0
207,Splinter,1242,316666300,0
207,Michelangelo,1249,364778400,0
207,Leonardo,1262,194720300,0
208,Raphael,1248,153843200,0
208,Donatello,1262,140454300,0
208,Splinter,1246,218087700,0
208,Michelangelo,1254,210939900,0
208,Leonardo,1266,300794100,0
209,Raphael,1254,272733800,0
209,Donatello,1267,311719900,0
209,Splinter,1251,271918200,0
209,Michelangelo,1259,208839100,0
209,Leonardo,1270,284677200,0
210,Raphael,1258,239822400,0
210,Donatello,1272,296882500,0
210,Splinter,1255,244727100,0
210,Michelangelo,1264,320877200,0
210,Leonardo,1275,221633400,0
211,Raphael,1266,337711500,0
211,Donatello,1278,327460000,0
211,Splinter,1261,241918200,0
211,Michelangelo,1270,450642800,0
211,Leonardo,1282,404589000,0
212,Raphael,1272,257758500,0
212,Donatello,1285,318706200,0
212,Splinter,1269,374807100,0
212,Michelangelo,1277,184845300,0
212,Leonardo,1288,264747500,0
213,Raphael,1278,379685300,0
213,Donatello,1290,245702900,0
213,Splinter,1274,152850100,0
213,Michelangelo,1283,260718900,0
213,Leonardo,1294,412823200,0
214,Raphael,1286,293646600,0
214,Donatello,1297,290764200,0
214,Splinter,1281,408741900,0
214,Michelangelo,1289,307914000,0
214,Leonardo,1302,328692000,0
215,Raphael,1291,285818100,0
215,Donatello,1303,370792700,0
215,Splinter,1286,291784000,0
215,Michelangelo,1295,333760500,0
215,Leonardo,1308,426700500,0
216,Raphael,1298,364731200,0
216,Donatello,1308,284721300,0
216,Splinter,1291,294579500,0
216,Michelangelo,1302,404832100,0
216,Leonardo,1314,374726000,0
217,Raphael,1303,279749700,0
217,Donatello,1312,307843700,0
217,Splinter,1297,324725300,0
217,Michelangelo,1307,349954200,0
217,Leonardo,1319,280801000,0
218,Raphael,1310,265729800,0
218,Donatello,1320,303665700,0
218,Splinter,1302,245876700,0
218,Michelangelo,1314,281667000,0
218,Leonardo,1325,345868300,0
219,Raphael,1315,316844100,0
219,Donatello,1326,228806700,0
219,Splinter,1308,284843200,0
219,Michelangelo,1319,315809700,0
219,Leonardo,1330,245779300,0
220,Raphael,1322,341773100,0
220,Donatello,1334,420835000,0
220,Splinter,1314,278812900,0
220,Michelangelo,1325,224751600,0
220,Leonardo,1336,301882800,0
221,Raphael,1328,447717800,0
221,Donatello,1340,225720000,0
221,Splinter,1319,239867300,0
221,Michelangelo,1330,245766100,0
221,Leonardo,1341,300758200,0
222,Raphael,1334,289714500,0
222,Donatello,1347,164827400,0
222,Splinter,1326,266662500,0
222,Michelangelo,1336,432776000,0
222,Leonardo,1350,323738400,0
223,Raphael,1339,314803000,0
223,Donatello,1354,406710300,0
223,Splinter,1334,338825800,0
223,Michelangelo,1343,209951600,0
223,Leonardo,1355,77709400,0
224,Raphael,1344,350992500,0
224,Donatello,1358,222830800,0
224,Splinter,1340,236771800,0
224,Michelangelo,1347,297886700,0
224,Leonardo,1360,249760800,0
225,Raphael,1350,251743500,0
225,Donatello,1364,350713700,0
225,Splinter,1346,356807300,0
225,Michelangelo,1354,308756500,0
225,Leonardo,1369,491669500,0
226,Raphael,1356,337789700,0
226,Donatello,1371,292885600,0
226,Splinter,1353,352729600,0
226,Michelangelo,1361,409839600,0
226,Leonardo,1375,405660200,0
227,Raphael,1362,333756400,0
227,Donatello,1377,323818900,0
227,Splinter,1359,218702100,0
227,Michelangelo,1367,307875100,0
227,Leonardo,1380,343674400,0
228,Raphael,1368,346796200,0
228,Donatello,1382,277778200,0
228,Splinter,1366,234831200,0
228,Michelangelo,1374,306730400,0
228,Leonardo,1386,407647800,0
229,Raphael,1372,291898800,0
229,Donatello,1387,415623900,0
229,Splinter,1370,291815700,0
229,Michelangelo,1379,174810000,0
229,Leonardo,1391,208831000,0
230,Raphael,1378,362840100,0
230,Donatello,1393,296627700,0
230,Splinter,1377,367176100,0
230,Michelangelo,1387,246679300,0
230,Leonardo,1398,359698900,0
231,Raphael,1384,332034300,0
231,Donatello,1400,337407200,0
231,Splinter,1383,280746000,0
231,Michelangelo,1394,447535600,0
231,Leonardo,1404,406505800,0
232,Raphael,1389,246816800,0
232,Donatello,1405,257931500,0
232,Splinter,1388,243781200,0
232,Michelangelo,1398,262701900,0
232,Leonardo,1409,297802300,0
233,Raphael,1393,224740200,0
233,Donatello,1408,46889200,0
233,Splinter,1392,202772500,0
233,Michelangelo,1402,251883700,0
233,Leonardo,1413,270813400,0
234,Raphael,1397,183793200,0
234,Donatello,1412,259566300,0
234,Splinter,1395,168221400,0
234,Michelangelo,1405,212860300,0
234,Leonardo,1417,183848500,0
235,Raphael,1400,173805400,0
235,Donatello,1416,253782900,0
235,Splinter,1399,212893100,0
235,Michelangelo,1409,220787300,0
235,Leonardo,1421,352897300,0
236,Raphael,1405,246811800,0
236,Donatello,1421,218912200,0
236,Splinter,1404,241832200,0
236,Michelangelo,1414,342804400,0
236,Leonardo,1426,165870900,0
237,Raphael,1410,187689200,0
237,Donatello,1426,264813200,0
237,Splinter,1410,346662200,0
237,Michelangelo,1419,354836100,0
237,Leonardo,1431,198773700,0
238,Raphael,1414,309030200,0
238,Donatello,1431,190676100,0
238,Splinter,1415,231839600,0
238,Michelangelo,1425,305796700,0
238,Leonardo,1436,409631800,0
239,Raphael,1420,343697200,0
239,Donatello,1438,208666100,0
239,Splinter,1425,429723000,0
239,Michelangelo,1430,306846600,0
239,Leonardo,1441,226933900,0
240,Raphael,1425,265922700,0
240,Donatello,1443,183762500,0
240,Splinter,1430,290858600,0
240,Michelangelo,1437,426792000,0
240,Leonardo,1447,308616900,0
241,Raphael,1434,301589800,0
241,Donatello,1452,341714900,0
241,Splinter,1437,373683900,0
241,Michelangelo,1445,277713800,0
241,Leonardo,1455,411768000,0
242,Raphael,1441,241055400,0
242,Donatello,1459,304744000,0
242,Splinter,1445,307709800,0
242,Michelangelo,1451,270689200,0
242,Leonardo,1461,303753500,0
243,Raphael,1447,294874000,0
243,Donatello,1464,163789600,0
243,Splinter,1450,250805800,0
243,Michelangelo,1456,368867500,0
243,Leonardo,1466,222747600,0
244,Raphael,1455,213793100,0
244,Donatello,1470,211758600,0
244,Splinter,1456,398632900,0
244,Michelangelo,1461,334791800,0
244,Leonardo,1474,229662600,0
245,Raphael,1461,160733400,0
245,Donatello,1476,387767900,0
245,Splinter,1462,215673400,0
245,Michelangelo,1466,181874800,0
245,Leonardo,1479,257837300,0
246,Raphael,1468,386619200,0
246,Donatello,1482,211679300,0
246,Splinter,1467,323794300,0
246,Michelangelo,1473,304722600,0
246,Leonardo,1486,384690800,0
247,Raphael,1477,307745300,0
247,Donatello,1488,346115100,0
247,Splinter,1475,307691600,0
247,Michelangelo,1481,394752400,0
247,Leonardo,1492,328769100,0
248,Raphael,1484,271805200,0
248,Donatello,1494,237785800,0
248,Splinter,1483,260491700,0
248,Michelangelo,1488,477950500,0
248,Leonardo,1499,288725800,0
249,Raphael,1489,408787500,0
249,Donatello,1502,266767100,0
249,Splinter,1491,358939500,0
249,Michelangelo,1495,292773900,0
249,Leonardo,1505,256712900,0
250,Raphael,1495,344775100,0
250,Donatello,1507,369818300,0
250,Splinter,1497,309826200,0
250,Michelangelo,1504,415737200,0
250,Leonardo,1511,334825700,0
251,Raphael,1502,349742200,0
251,Donatello,1515,477788200,0
251,Splinter,1503,262726700,0
251,Michelangelo,1510,365841500,0
251,Leonardo,1517,354759500,0
252,Raphael,1508,231861800,0
252,Donatello,1522,335744700,0
252,Splinter,1508,291787900,0
252,Michelangelo,1515,324868600,0
252,Leonardo,1522,239788500,0
253,Raphael,1515,379789300,0
253,Donatello,1529,295745000,0
253,Splinter,1515,394726600,0
253,Michelangelo,1522,408755500,0
253,Leonardo,1529,322739500,0
254,Raphael,1520,373905900,0
254,Donatello,1535,215734800,0
254,Splinter,1521,301716200,0
254,Michelangelo,1528,357835100,0
254,Leonardo,1534,250742200,0
255,Raphael,1525,340879100,0
255,Donatello,1542,232803300,0
255,Splinter,1528,151674400,0
255,Michelangelo,1536,334887100,0
255,Leonardo,1541,408720800,0
256,Raphael,1531,381868500,0
256,Donatello,1548,311732600,0
256,Splinter,1534,276783400,0
256,Michelangelo,1542,348796900,0
256,Leonardo,1549,244653400,0
257,Raphael,1538,326684900,0
257,Donatello,1554,335864500,0
257,Splinter,1540,265717600,0
257,Michelangelo,1548,329784800,0
257,Leonardo,1556,393753100,0
258,Raphael,1545,268711000,0
258,Donatello,1561,334676300,0
258,Splinter,1548,332942400,0
258,Michelangelo,1555,287771300,0
258,Leonardo,1563,243770700,0
259,Raphael,1552,287791800,0
259,Donatello,1569,305635700,0
259,Splinter,1556,543768600,0
259,Michelangelo,1563,326750700,0
259,Leonardo,1571,278763200,0
260,Raphael,1557,281834100,0
260,Donatello,1573,286810900,0
260,Splinter,1561,332849800,0
260,Michelangelo,1568,206745700,0
260,Leonardo,1577,275824200,0
261,Raphael,1562,249936700,0
261,Donatello,1579,236775300,0
261,Splinter,1567,287750500,0
261,Michelangelo,1573,241736000,0
261,Leonardo,1583,276778900,0
262,Raphael,1568,438745800,0
262,Donatello,1585,315678600,0
262,Splinter,1575,314646200,0
262,Michelangelo,1581,264756700,0
262,Leonardo,1590,347707000,0
263,Raphael,1574,247922000,0
263,Donatello,1592,466757300,0
263,Splinter,1582,265751000,0
263,Michelangelo,1588,313823000,0
263,Leonardo,1598,284796000,0
264,Raphael,1580,358745200,0
264,Donatello,1599,307565300,0
264,Splinter,1589,388622600,0
264,Michelangelo,1595,247767100,0
264,Leonardo,1606,315831400,0
265,Raphael,1588,356706900,0
265,Donatello,1605,308693100,0
265,Splinter,1595,294792100,0
265,Michelangelo,1602,272935100,0
265,Leonardo,1612,295675700,0
266,Raphael,1593,202718800,0
266,Donatello,1611,259855800,0
266,Splinter,1600,285676300,0
266,Michelangelo,1606,239886400,0
266,Leonardo,1617,309873000,0
267,Raphael,1599,321845100,0
267,Donatello,1616,238757300,0
267,Splinter,1608,372696200,0
267,Michelangelo,1613,386799300,0
267,Leonardo,1623,182800900,0
268,Raphael,1607,174749200,0
268,Donatello,1623,311764400,0
268,Splinter,1614,446819200,0
268,Michelangelo,1620,362746100,0
268,Leonardo,1630,149662800,0
269,Raphael,1613,330833900,0
269,Donatello,1629,202756800,0
269,Splinter,1620,356686600,0
269,Michelangelo,1628,463651600,0
269,Leonardo,1637,383665800,0
270,Raphael,1619,250758000,0
270,Donatello,1637,321734600,0
270,Splinter,1628,229701900,0
270,Michelangelo,1634,271863900,0
270,Leonardo,1643,390810500,0
271,Raphael,1626,264937100,0
271,Donatello,1645,445759900,0
271,Splinter,1634,230707000,0
271,Michelangelo,1641,404679600,0
271,Leonardo,1651,395713900,0
272,Raphael,1633,385888400,0
272,Donatello,1652,259765200,0
272,Splinter,1638,246810400,0
272,Michelangelo,1647,405812300,0
272,Leonardo,1658,285547800,0
273,Raphael,1640,455996900,0
273,Donatello,1657,225841300,0
273,Splinter,1645,219626500,0
273,Michelangelo,1653,344827300,0
273,Leonardo,1664,310563200,0
274,Raphael,1646,263807900,0
274,Donatello,1664,296718100,0
274,Splinter,1651,289771000,0
274,Michelangelo,1659,330785300,0
274,Leonardo,1672,445728500,0
275,Raphael,1654,454602200,0
275,Donatello,1671,336780900,0
275,Splinter,1658,238777700,0
275,Michelangelo,1664,356744500,0
275,Leonardo,1679,356791700,0
276,Raphael,1660,315549400,0
276,Donatello,1678,399920700,0
276,Splinter,1666,329679700,0
276,Michelangelo,1671,300753400,0
276,Leonardo,1686,222684700,0
277,Raphael,1667,351708100,0
277,Donatello,1686,365691800,0
277,Splinter,1672,276709900,0
277,Michelangelo,1676,296886500,0
277,Leonardo,1692,334740300,0
278,Raphael,1673,246873400,0
278,Donatello,1693,349422500,0
278,Splinter,1679,426043600,0
278,Michelangelo,1684,243784600,0
278,Leonardo,1699,270557500,0
279,Raphael,1680,344737600,0
279,Donatello,1699,286814300,0
279,Splinter,1687,318853300,0
279,Michelangelo,1690,290720100,0
279,Leonardo,1705,255698000,0
280,Raphael,1685,280814400,0
280,Donatello,1706,357711800,0
280,Splinter,1695,243506900,0
280,Michelangelo,1697,362871300,0
280,Leonardo,1711,376584400,0
281,Raphael,1692,363236900,0
281,Donatello,1713,330853200,0
281,Splinter,1701,319549500,0
281,Michelangelo,1703,345690900,0
281,Leonardo,1717,286795400,0
282,Raphael,1696,174662800,0
282,Donatello,1717,320882900,0
282,Splinter,1706,319755200,0
282,Michelangelo,1707,196822900,0
282,Leonardo,1721,190809500,0
283,Raphael,1703,249672500,0
283,Donatello,1724,297456100,0
283,Splinter,1713,389938100,0
283,Michelangelo,1712,334762000,0
283,Leonardo,1729,259748900,0
284,Raphael,1710,431752100,0
284,Donatello,1731,419727100,0
284,Splinter,1719,273648100,0
284,Michelangelo,1718,344824500,0
284,Leonardo,1734,180874000,0
285,Raphael,1716,329822100,0
285,Donatello,1736,303789500,0
285,Splinter,1727,309715100,0
285,Michelangelo,1724,282937000,0
285,Leonardo,1740,273753700,0
286,Raphael,1721,223801800,0
286,Donatello,1740,245850300,0
286,Splinter,1734,267760400,0
286,Michelangelo,1730,407843700,0
286,Leonardo,1746,352751200,0
287,Raphael,1728,263632300,0
287,Donatello,1747,438738100,0
287,Splinter,1740,249765000,0
287,Michelangelo,1738,283720400,0
287,Leonardo,1755,381750900,0
288,Raphael,1732,229816100,0
288,Donatello,1752,193777700,0
288,Splinter,1746,299822100,0
288,Michelangelo,1745,261737100,0
288,Leonardo,1759,223821200,0
289,Raphael,1737,295809500,0
289,Donatello,1759,439733300,0
289,Splinter,1751,300865400,0
289,Michelangelo,1751,418893300,0
289,Leonardo,1765,314717000,0
290,Raphael,1744,401812800,0
290,Donatello,1766,272778300,0
290,Splinter,1757,271696000,0
290,Michelangelo,1757,279821500,0
290,Leonardo,1772,317636800,0
291,Raphael,1751,391788500,0
291,Donatello,1773,241820000,0
291,Splinter,1765,437808400,0
291,Michelangelo,1763,249763100,0
291,Leonardo,1778,201726900,0
292,Raphael,1757,254651800,0
292,Donatello,1778,305896800,0
292,Splinter,1770,216844700,0
292,Michelangelo,1768,113779700,0
292,Leonardo,1785,308858600,0
293,Raphael,1760,42847700,0
293,Donatello,1782,301791400,0
293,Splinter,1774,320803800,0
293,Michelangelo,1772,262862900,0
293,Leonardo,1789,214803500,0
294,Raphael,1766,259711900,0
294,Donatello,1787,236626400,0
294,Splinter,1778,286993100,0
294,Michelangelo,1779,289750200,0
294,Leonardo,1793,323848500,0
295,Raphael,1771,178758600,0
295,Donatello,1793,472709500,0
295,Splinter,1784,448904100,0
295,Michelangelo,1785,274782800,0
295,Leonardo,1799,342705300,0
296,Raphael,1778,408795700,0
296,Donatello,1799,270720200,0
296,Splinter,1791,507863200,0
296,Michelangelo,1790,269899500,0
296,Leonardo,1806,275578700,0
297,Raphael,1784,278669700,0
297,Donatello,1805,264868800,0
297,Splinter,1796,264802700,0
297,Michelangelo,1795,344878600,0
297,Leonardo,1811,242779900,0
298,Raphael,1791,300839200,0
298,Donatello,1812,232749700,0
298,Splinter,1801,356801000,0
298,Michelangelo,1802,309969500,0
298,Leonardo,1817,201695300,0
299,Raphael,1795,260870100,0
299,Donatello,1818,218822000,0
299,Splinter,1807,326781600,0
299,Michelangelo,1807,232837700,0
299,Leonardo,1823,217677000,0
